County,American Indian,Asian/Pacific Islander,Black,Hispanic/Latino,Other,Unknown,White,ChartId
MARION,0.546345139412208,0.866616428033157,29.6345139412207,2.54333082140165,5.25621703089675,0.41446872645064,60.7385079125847,
MCDUFFIE,0.513201014035738,0.383354974339949,38.3354974339949,1.16243121251468,0.408087553329623,0.370988684845112,58.8264391269399,
MCINTOSH,0.517578125,0.458984375,25.791015625,0.947265624999999,6.640625,0.449218749999999,65.1953125,
MERIWETHER,0.390255439924314,0.307473982970671,33.0416272469252,0.86329233680227,7.94110690633869,0.520340586565752,56.935903500473,
MILLER,0.197433366238894,0.222112537018756,26.8262586377097,0.839091806515301,3.20829220138203,0.296150049358341,68.4106614017768,
MITCHELL,0.3361579942573,0.476223825197842,42.9231738917291,1.49870439106379,6.14188668674276,0.448210659009734,48.1756425519994,
MONROE,0.491782062896337,0.785125749536258,18.407316336655,1.1000388248997,8.01518484966136,0.418446141236357,70.7821060351149,
MONTGOMERY,0.384749912556838,0.279818118223154,21.6509268975166,2.20356768100734,5.87618048268625,0.332284015389996,69.2724728926198,
MORGAN,0.28395360077332,0.513533107781536,17.3936684388593,1.12977283711938,5.81802803286611,0.471242145964233,74.389801836636,
MURRAY,0.402166122481484,0.298638209763478,0.684876961057577,6.72533248387353,7.45400971569642,0.402166122481484,84.032810384646,
MUSCOGEE,0.787407056726726,1.98627085131861,45.58815338773,3.61538889971873,9.2156562421677,0.590381241471497,38.2167423208666,
NEWTON,0.748749286505724,0.700623398135401,47.1555361559726,2.6525198938992,9.34761441090555,0.892007744910407,38.502949109671,
OCONEE,0.357382857841041,2.82546276498258,3.89761133850571,2.27564298368868,8.34809701264585,0.513165129207648,81.7826379131284,
OGLETHORPE,0.456778419374299,0.439541497888477,13.9619064035163,2.26665517538567,7.79970697233474,0.499870723088856,74.5755408084116,
PAULDING,0.823136989670437,0.928430890309886,21.2455423020167,4.27170437776684,10.766877766847,0.756271519921298,61.2080361534677,
PEACH,0.517129928894634,0.671274426930535,40.2068519715578,3.5751578738004,7.11550892546367,0.541991944706876,47.372084928646,
PICKENS,0.385356454720616,0.454429781510161,0.861598865743265,1.40691460355545,9.034064056422,0.461700658014323,87.3959355800341,
PIERCE,0.316758747697974,0.412523020257826,7.44751381215469,1.21546961325966,7.93370165745856,0.324125230202578,82.3499079189687,
PIKE,0.356494684988332,0.388903292714545,7.69380347420274,0.894477573243453,7.08452164894996,0.460202229712211,83.1215970961887,
POLK,0.420229481838778,0.376379448951253,10.6847913469268,3.47511510633632,7.11101366659358,0.705254695607688,77.2272162537455,
PULASKI,0.591715976331361,0.509533201840894,26.7422748191979,1.18343195266272,5.4404996712689,0.361604207758053,65.1709401709401,
PUTNAM,0.399931440324515,0.491344340970119,20.3393703936468,1.82825801291207,6.41032965777295,0.479917728389418,70.0508484259841,
QUITMAN,0.91324200913242,0.342465753424657,39.6689497716895,0.970319634703196,5.7648401826484,0.285388127853881,52.0547945205479,
RABUN,0.379027163613392,0.329894012774619,0.645749982452446,2.29522004632554,8.18417912542991,0.484312486839334,87.6816171825647,
RANDOLPH,0.217580504786771,0.195822454308093,55.1131418624891,0.696257615317667,4.61270670147954,0.195822454308093,38.9686684073107,
RICHMOND,0.794857988962175,1.20877641674518,52.8321442993673,2.25198546237717,10.9644635886391,0.491990846681922,31.455781397227,
ROCKDALE,0.790701011695486,1.30013632776063,55.3949917485829,3.59474779364282,13.5036234483748,0.912678481739255,24.503121188204,
SCHLEY,0.194300518134715,0.38860103626943,16.8069948186528,1.65155440414507,4.24222797927461,0.259067357512953,76.4572538860103,
SCREVEN,0.346787400057797,0.308255466718042,35.0544263558424,0.597244966766207,4.75869376745978,3.52567190058761,55.4089201425681,
SEMINOLE,0.354828756556618,0.231410058623881,29.4045047824745,0.786794199321197,5.67726010490589,0.431965442764578,63.1132366553532,
SPALDING,0.658074594805702,0.601445030267525,32.3803944542081,2.25737160710798,8.79515719586018,0.581917594219879,54.7256395235305,
STEPHENS,0.664017304693395,0.643895568187534,9.34654660697218,1.23748679511041,7.08788168418934,0.487952110267116,80.53221993058,
STEWART,0.235136042996305,0.201545179711118,57.2052401746724,0.503862949277796,4.87067517635203,0.302317769566677,36.6812227074235,
SUMTER,0.243039044750884,0.702699846779732,48.6130924076715,1.63787182332118,4.87663126750145,0.2377555872563,43.6889100227188,
TALBOT,0.314663310258023,0.230753094189217,51.5208726662471,0.818124606670862,5.2653660583176,0.230753094189217,41.6194671701279,
TALIAFERRO,0.53680981595092,0.306748466257668,51.5337423312883,1.15030674846625,5.3680981595092,0.460122699386503,40.6441717791411,
TATTNALL,0.444930138162516,0.343454843493872,18.9602685192412,4.11365233002888,9.01568964171415,0.327843259698696,66.7941612676606,
TAYLOR,0.228070175438596,0.333333333333333,33.7017543859649,1,6.17543859649122,0.140350877192982,58.4210526315789,
TELFAIR,0.43223217042297,0.26242667489966,31.4603272615004,1.09601728928681,5.92775548008644,0.602037665946279,60.2192034578573,
TERRELL,0.263350402340892,0.365764447695683,54.908558888076,0.702267739575713,6.01316752011704,0.292611558156547,37.454279444038,
THOMAS,0.383565006597318,0.718033692350179,31.5934824634078,1.31639510264199,6.67403111479333,0.702691092086286,58.6118015281229,
TIFT,0.418425673403818,0.963873426233795,27.1640452796353,4.67366533418014,6.7508499271491,0.526768035267306,59.5023723241304,
TOOMBS,0.409269080009222,0.489970025363154,22.8960110675582,3.55084159557297,8.35254784413189,0.547613557758819,63.7537468296057,
TOWNS,0.198412698412698,0.379572118702553,0.319185645272601,1.09558316080055,6.96169772256728,0.543478260869565,90.5020703933747,
TREUTLEN,0.225428313796212,0.18034265103697,28.4265103697024,0.495942290351668,5.56807935076645,0.225428313796212,64.87826871055,
TROUP,0.535876284309795,0.991582100888204,32.0449798518956,1.41142218190257,7.59509694297348,0.413510833561889,57.0075318044684,
TURNER,0.42087542087542,0.387205387205387,36.4309764309764,1.61616161616161,6.63299663299663,0.437710437710437,54.074074074074,
TWIGGS,0.516917293233082,0.266290726817042,39.1760651629072,0.830200501253132,6.93922305764411,0.31328320802005,51.9580200501253,
UNION,0.238556060674258,0.441103659359949,0.229553945177116,1.22428770761128,7.82283836701624,0.652653373542782,89.3910068866183,
UPSON,0.498854670399592,0.422499363705777,25.4517688979384,0.839908373631967,7.40137439552048,0.412318656146602,64.9732756426571,
WALKER,0.44793068640646,0.382738896366083,3.31216352624495,0.956847240915208,9.31611709286675,0.269179004037685,85.3150235531628,
WALTON,0.5420054200542,1.15398806570225,16.0667709963484,2.67058539129992,12.4063259411936,0.619616524803745,66.5407076605977,
WARE,0.384632788813973,0.705914294764469,24.4083442689714,1.43897913932757,8.03656274039549,0.402733155346395,64.6228336123806,
WARREN,0.300225168876657,0.250187640730547,53.2149111833875,0.400300225168876,5.47910933199899,0.275206404803602,40.0800600450337,
WASHINGTON,0.296581893675391,0.207607325572773,48.3799214057981,0.541261955957588,5.55349595907169,0.266923704307852,44.7542077556165,
WAYNE,0.464998736416477,0.550922415971695,15.3297952994692,2.05205964114227,7.7230224917867,0.525650745514278,73.3535506696992,
WEBSTER,0.386313465783664,0.331125827814569,41.3355408388521,0.827814569536423,3.86313465783664,0.220750551876379,53.0353200883002,
WHEELER,0.211992731677771,0.0908540278619018,25.3482737734706,1.12053301029678,5.29981829194427,0.726832222895215,67.2016959418534,
WHITE,0.456320477381422,0.434381992891931,1.15835198104514,1.13202579965775,7.87591593172743,0.618665262603659,88.3243385546926,
WHITFIELD,0.565420097212578,1.05644281321297,3.87197037330952,18.556360149456,9.08640015871441,0.537314419865754,66.3260919882286,
WILCOX,0.31210986267166,0.520183104452767,25.384935497295,1.20682480233042,5.32667498959633,0.332917186849771,66.916354556804,
WILKES,0.378947368421052,0.645614035087719,36.3087719298245,1.03859649122807,6.61052631578947,0.336842105263157,54.6807017543859,
WILKINSON,0.364803735590252,0.218882241354151,36.7576243980738,0.510725229826353,5.63256967751349,0.335619436743032,56.1797752808988,
WORTH,0.257427120294997,0.271342099770402,24.8382383635984,0.76532387114729,6.25478327419467,0.744451401934182,66.86843386906,
